id,url,region,region_url,price,type,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,laundry_options,parking_options,image_url,description,lat,long,state
7047437876,https://boston.craigslist.org/nwb/apa/d/chelmsford-chelmsfords-best-pet/7047437876.html,boston,https://boston.craigslist.org,1740,apartment,675,2,1.0,1,1,1,0,0,0,laundry on site,off-street parking,https://images.craigslist.org/00909_lKgJqsbQxku_600x450.jpg,"Welcome Home to Coach House Apartments!   We offer comfortable and captivating studios, one, and two-bedroom apartments in Chelmsford, MA making it easy to find your perfect home here at Coach House.  Our community is located within minutes of both Route 3 and Route 495 for a convenient commute to Boston and New Hampshire!  With Chelmsford Center just steps away, you can enjoy access to the Bruce Freeman Rail Trail, restaurants, shopping, and entertainment within walking distance from your home!  Coach House is nestled near Kronos, Verizon and University of Massachusetts Lowell.  We make living here easy by including heat, hot water, off-street parking, 24-hour emergency maintenance, trash removal and snow removal!  Enjoy our amazing community amenities such as a resort style pool, resident fitness center, additional storage and spacious dog park!  We welcome your furry 4-legged loved ones!    Community Features Â» 24-Hour Emergency Maintenance  Â» Heat and Hot Water Â» Water and Sewer Â» Trash and Snow Removal Â» Off Street Parking  Â» On-Site Management Â» Fitness Center with free weights, weight machines and cardio equipment Â» Resort Style Pool  Â» Picnic and BBQ Area Â» Intercom Entry System Â» On-Site Laundry with Re-Loadable Smart Cards Â» Online Rent Payments and Service Requests Â» Credit and Debit Cards accepted  Â» Additional Storage Units Available Â»Pawsitively Wonderful Bark Park   Apartment Features Â» Plank Flooring and Carpet Â» Open Concept Floorplan  Â» Spacious Closets  Â» Vaulted Ceilings in select units  Â» Gas Cooking in select units Â» Built-In Microwaves  Â» Stainless Steel Appliances in select units Â» Patios and Balconies in most units Â» Cable Ready  Coach House is professionally managed by Briarcliff Management.  Please feel free to call us at (833) 640-5758, email us at the address above or stop by if you are in the area. We are open Monday through Friday 8:00am to 5:00pm and Saturdays' 9:00am-4:00pm.  To learn more information visit our website at: www.coachhousema.com     We look forward to meeting you soon!  â",42.5911,-71.3556,ma
7048528876,https://boston.craigslist.org/gbs/apa/d/medford-house-for-rent-br-2ba/7048528876.html,boston,https://boston.craigslist.org,2987,apartment,1091,2,2.0,1,1,0,1,1,1,w/d in unit,attached garage,https://images.craigslist.org/00x0x_c1W890tVggR_600x450.jpg,"Available from February 1st.  Orange line - 5 mins away by walk  Near: Stop & shop, liquor store, Starbucks, etc.  Consist of 2 bedrooms, 2 full baths, kitchen, formal living room, heat/ac, washing machine and drying machine in the unit.  Free barbecue place, swimming pool, parcel locker.",42.4173,-71.1087,ma
7047404484,https://boston.craigslist.org/gbs/apa/d/chelsea-2-miles-from-boston-luxury/7047404484.html,boston,https://boston.craigslist.org,1821,apartment,609,1,1.0,0,1,1,0,0,0,laundry on site,detached garage,https://images.craigslist.org/00B0B_81hmIrO4Zpq_600x450.jpg,"One Webster, located in Chelsea, Massachusetts, is the epitome of luxury apartment living, offering studios, one, and two-bedroom apartment homes. Our community is conveniently situated just minutes from the best dining, shopping and nightlife that Boston has to offer. We are a sister city to Boston, being just ten minutes away, so if you are looking for apartments near Boston, we are a perfect choice!     Centrally Located   One Webster is located between Route 1A and Route 1 North.  We are near the intersection of Eastern Avenue and Webster Avenue, running just off Broadway.  We are centrally located with easy access to all major routes leading to Boston, New Hampshire, Cape Cod, Maine, and the beaches. We are two miles away from the Mystic Mall and the Marina at Admirals Hills is also a short ride away.   Our Walkscore is rated 76, which means most errands can be accomplished on foot and there are many nearby transportation options. The Silver Line 3 is just one block away and within walking distance from One Webster.   The station nearest our Chelsea apartments is the Eastern Avenue Station.    Schools Nearby   Our community is right across the street from Frank M. Sokolowski Elementary School.  There are several other elementary, middle, and high schools in the area. Bunker Hill Community College is within a 15-minute commute.   Community and Apartment Amenities   At One Webster, each of our residents receives VIP treatment with access to our 24-hour fitness center, Wi-Fi lounge, and resort-style pool.  In addition, we have an onsite childcare facility available for families. Our one and two-bedroom floorplan Chelsea apartment homes are fully equipped with every modern convenience, including hardwood floors, sprawling walk-in closets (in select units), gourmet style kitchens, and granite countertops.   Floorplans   We have studios, one, and two-bedroom apartment homes. The floorplans range in size between 590 square feet and 970 square feet.  The building has a parking garage in which you can reserve a space at an additional monthly fee. Come visit One Webster today to see what we have to offer!  -Professional On-site Management -24-hour Fitness Center -Stainless Steel Energy Star Appliances -Digital Thermostat -Gourmet Style Kitchen -Access to Major Commuting Routes I-93, I-90, 1 & 16 -Ask Us About Our Hardwood Flooring! -Spacious Walk-in Closets -Pet Friendly -Package Acceptance  Call: (617) 209-3213  For more information, visit us at: livewithjrk.com/OneWebster",42.3991,-71.0204,ma
7048429286,https://boston.craigslist.org/sob/apa/d/pembroke-inlaw-apartment/7048429286.html,boston,https://boston.craigslist.org,1500,apartment,780,1,1.0,0,0,0,0,0,0,w/d hookups,off-street parking,https://images.craigslist.org/00g0g_kF9cpcfqzbI_600x450.jpg,"1bdrm, walk in closet, eat in kitchen w/heated foors, custom cabinets, stainless steel appliances, living room, full bath w/laundry/dryer hook up. Central air/gas heat/cooking. Private entrance/deck. 2 car off street parking. No pets, first, security. Utilities not included.",42.0621,-70.8044,ma
7041062421,https://boston.craigslist.org/sob/apa/d/east-walpole-east-walpole-2-bedroom/7041062421.html,boston,https://boston.craigslist.org,1500,apartment,1050,2,1.0,1,0,0,0,0,0,w/d hookups,off-street parking,https://images.craigslist.org/00g0g_8uBy0Ar2pjK_600x450.jpg,"East Walpole, 2 Bedroom, 1 bath, living room, large kitchen, 1st floor in a two family house, washer dryer connections in basement, 1050 square feet.  Nice yard, close to park, shopping, schools and T.  Off street parking. Separate utilities, oil heat.  $1500.  First, last and security.",42.1483,-71.227,ma
7049680166,https://boston.craigslist.org/sob/apa/d/taunton-renovated-1-bed-apartment/7049680166.html,boston,https://boston.craigslist.org,1275,apartment,705,1,1.0,0,0,1,0,0,0,laundry in bldg,off-street parking,https://images.craigslist.org/00Q0Q_7CisJF9IDE_600x450.jpg,"Renovated, 1-bedroom apartment in Taunton. Spacious and comfortable, well located in Taunton near a lot of new developments and retailers.  Temporary move-in special: only $1425 move in!  Great access to routes 140 and 128.  Heat and hot water included, along with a parking space.  Cats ok (no dogs).  If you are interested, please call 978-888-5727 for a showing. Thx.",41.905,-71.1026,ma
7049677928,https://boston.craigslist.org/sob/apa/d/taunton-newly-constructed-2-bed/7049677928.html,boston,https://boston.craigslist.org,1625,apartment,825,2,1.0,0,0,1,0,0,0,laundry in bldg,off-street parking,https://images.craigslist.org/00h0h_cLXP7DiZURG_600x450.jpg,"Recently constructed 2-bedroom apartment in Taunton. Very nice finishes.  Temporary move-in special: only $1775 to move in!  Great access to routes 140 and 128.  Heat and hot water included, along with a parking space.  Cats ok (no dogs).  If you are interested, please call 978-888-5727 for a showing. Thx.",41.905,-71.1026,ma
7049675808,https://boston.craigslist.org/nwb/apa/d/newburyport-half-house-for-rent/7049675808.html,boston,https://boston.craigslist.org,1950,house,900,3,1.0,1,0,1,0,0,0,w/d in unit,street parking,https://images.craigslist.org/00x0x_4JTP0dJlqmb_600x450.jpg,"NEWBURYPORT: Half house in desirable So. End, 3 blocks from town. 5 rms, 2+ bed, 1 bath, eat-in kitch with washer/dryer, plus lg finished attic/bedrm, clean basement for storage, fenced-in/bricked backyard. $1,950 +utils/water. Max occ. 4.  Available Feb 1. One month security dep. required. References. Pets possible. Text or call 978- 518- 6641.",42.813,-70.8847,ma
7049675223,https://boston.craigslist.org/sob/apa/d/taunton-newly-constructed-1-bed/7049675223.html,boston,https://boston.craigslist.org,1475,apartment,725,1,1.0,0,0,1,0,0,0,laundry in bldg,off-street parking,https://images.craigslist.org/00h0h_cLXP7DiZURG_600x450.jpg,"Recently constructed 1-bed apartment in Taunton. Very nice finishes.  Temporary move-in special: only $1625 move in!  Great access to routes 140 and 128.  Heat and hot water included, along with a parking space.  Cats ok (no dogs).  If you are interested, please call 978-888-5727. Thx.",41.905,-71.1026,ma
7049673607,https://boston.craigslist.org/bmw/apa/d/worcester-renovated-2-bedroom-worcester/7049673607.html,boston,https://boston.craigslist.org,1375,apartment,775,2,1.0,0,0,1,0,0,0,laundry in bldg,off-street parking,https://images.craigslist.org/00a0a_9Q39KUp9xYf_600x450.jpg,"Spacious, renovated 2-bedroom apartment, in the nicest part of Worcester.   Temporary move-in special: only $1525 to move in!  Great access to Mass Pike and Route 20.  Hot water included, along with a parking space.  Cats ok (no dogs).  If you are interested, please call 978-888-5727. Thx.",42.2303,-71.7938,ma
7049671418,https://boston.craigslist.org/bmw/apa/d/worcester-large-1-bedroom-apartment/7049671418.html,boston,https://boston.craigslist.org,1225,apartment,705,1,1.0,0,0,1,0,0,0,laundry in bldg,off-street parking,https://images.craigslist.org/00a0a_9Q39KUp9xYf_600x450.jpg,"Spacious renovated 1-bedroom, in nice community in the best part of Worcester.   Temporary move-in special where only $1375 is required to move in, if qualifying application.  Great access to Mass Pike and Route 20.  Hot water included, along with a parking space.  Cats ok (no dogs).  If you are interested, please call 978-888-5727, if you would like a showing. Thx.",42.2303,-71.7938,ma
7049669480,https://boston.craigslist.org/bmw/apa/d/worcester-1-bedroom-apartment-worcester/7049669480.html,boston,https://boston.craigslist.org,1100,apartment,605,1,1.0,0,0,1,0,0,0,laundry in bldg,off-street parking,https://images.craigslist.org/00a0a_9Q39KUp9xYf_600x450.jpg,"1-bed apartment, recently renovated in nice community in best part of Worcester.   Temporary move-in special: only $1250 to move in!  Great access to Mass Pike and Route 20.  Hot water included, along with a parking space.  Cats ok.  If you are interested, please call 978-888-5727 for a showing. Thx.",42.2303,-71.7938,ma
7047403742,https://boston.craigslist.org/bmw/apa/d/lowell-newly-renovated-1-bedroom/7047403742.html,boston,https://boston.craigslist.org,1200,apartment,700,1,1.0,0,0,0,0,0,0,laundry in bldg,off-street parking,https://images.craigslist.org/00z0z_iTYHGAapimE_600x450.jpg,"This unit with two deeded parking spaces. This is a small complex. Heat and Hot water Included. Walking distance to all shops. Minute away from Rt 3 and Rt 495. Laundry is available in the building. Credit check is required. First, Last month and one month security deposit to move in. No Smoking No Pets Reply this Email for show.",42.611,-71.3356,ma
7049667953,https://boston.craigslist.org/nos/apa/d/rockport-2-bedroom-apartment-rockport/7049667953.html,boston,https://boston.craigslist.org,1595,apartment,775,2,1.0,0,0,1,0,0,0,laundry in bldg,off-street parking,https://images.craigslist.org/01111_9cUXx2thO1H_600x450.jpg,"Renovated spacious 2-bedroom apartment in beautiful, affluent town of Rockport.   Move-in special available: only $1745 to move in!  Hot water, parking included. Cats OK (No dogs).  Great access to magnificent beaches, rated best in Massachusetts.   Strong school system. Very safe community.  Please call show 978-888-5727 , if you would like a showing. Thx.",42.658,-70.6194,ma
7049666826,https://boston.craigslist.org/nos/apa/d/rockport-rockport-1-bedroom-special/7049666826.html,boston,https://boston.craigslist.org,1395,apartment,675,1,1.0,0,0,1,0,0,0,laundry in bldg,off-street parking,https://images.craigslist.org/01111_9cUXx2thO1H_600x450.jpg,"Renovated 1-bedroom apartment in the beautiful town of Rockport.   Move-in special available: only $1545 to move in!  Hot water, parking included. No dogs allowed, but cats are ok.  Great access to best beaches in Massachusetts. Strong school system. Very safe community.  Please call 978-888-5727, if you would like a showing. Thx.",42.658,-70.6194,ma
7049658440,https://boston.craigslist.org/sob/apa/d/quincy-large-one-bedroom-on-wollaston/7049658440.html,boston,https://boston.craigslist.org,1600,apartment,750,1,1.0,1,0,1,0,0,0,laundry on site,off-street parking,https://images.craigslist.org/00j0j_iLgdSp5AKkl_600x450.jpg,"Large first floor apartment, in a clean and quiet 4 family home. Walk to T Station or Wollaston Beach.  Updated kitchen & bathroom, beautiful hardwood floors throughout, great closet space, all new windows, off street parking, on-site laundry and private storage space.  ALL utilities are separate.  Available for 2/1 and most pets ok.  Will arrange showing time soon.",42.2802,-71.0172,ma
7049225836,https://boston.craigslist.org/nos/apa/d/danvers-gorgeous-1-bedroom-apartment/7049225836.html,boston,https://boston.craigslist.org,1625,apartment,820,1,1.0,1,1,1,0,0,0,laundry in bldg,off-street parking,https://images.craigslist.org/00j0j_5Lp7Fh9QtNa_600x450.jpg,"This unit is available at our family-owned complex in Beverly and comes with the following amenities: - Professionally managed complex - 24/7 maintenance - Pet-friendly - Laundry in building - Brand New Renovation - Patio Space - Walk-in-closet - Huge living room - Clubhouse Access - Fitness Center  For showings, please contact Tyler Shain at 978-927-3690",42.5683,-70.9083,ma
